pattern,membership_queries,equivalence_queries
(b((a*)|((a|b)*))),18,2
(b((a*)|((b|a)*))),18,2
(b((a*)|((b|b)*))),45,3
(b((a*)|(a*)|(a*))),18,2
(b((a*)|(a*)|(b*))),45,3
(b((a*)|(b*)|(a*))),45,3
(b((a*)|(b*)|(b*))),45,3
(b((b*)|((a|a)*))),45,3
(b((b*)|((a|b)*))),18,2
(b((b*)|((b|a)*))),18,2
(b((b*)|((b|b)*))),18,2
(b((b*)|(a*)|(a*))),45,3
(b((b*)|(a*)|(b*))),45,3
(b((b*)|(b*)|(a*))),45,3
(b((b*)|(b*)|(b*))),18,2
(b((a|(a|(a|a)))*)),18,2
(b((a|(a|(a|b)))*)),18,2
(b((a|(a|(b|a)))*)),18,2
(b((a|(a|(b|b)))*)),18,2
(b((a|(b|(a|a)))*)),18,2
(b((a|(b|(a|b)))*)),18,2
(b((a|(b|(b|a)))*)),18,2
(b((a|(b|(b|b)))*)),18,2
(b((b|(a|(a|a)))*)),18,2
(b((b|(a|(a|b)))*)),18,2
(b((b|(a|(b|a)))*)),18,2
(b((b|(a|(b|b)))*)),18,2
(b((b|(b|(a|a)))*)),18,2
(b((b|(b|(a|b)))*)),18,2
(b((b|(b|(b|a)))*)),18,2
(b((b|(b|(b|b)))*)),18,2
(b(((a|a)a)*)),39,3
(b(((a|a)b)*)),18,2
(b(((a|b)a)*)),39,3
(b(((a|b)b)*)),18,2
(b(((b|a)a)*)),39,3
(b(((b|a)b)*)),18,2
(b(((b|b)a)*)),39,3
(b(((b|b)b)*)),18,2
(b((a(a|a))*)),39,3
(b((a(a|b))*)),39,3
(b((a(b|a))*)),39,3
(b((a(b|b))*)),18,2
(b((b(a|a))*)),39,3
(b((b(a|b))*)),39,3
(b((b(b|a))*)),39,3
(b((b(b|b))*)),18,2
(b((a(aa))*)),60,3
(b((a(ab))*)),45,3
(b((a(ba))*)),60,3
(b((a(bb))*)),45,3
(b((b(aa))*)),60,3
(b((b(ab))*)),45,3
(b((b(ba))*)),60,3
(b((b(bb))*)),45,3
(((a|a)*)((a|a)*)),5,1
(((a|a)*)((a|b)*)),3,1
(((a|a)*)((b|a)*)),3,1
(((a|a)*)((b|b)*)),14,2
(((a|b)*)((a|a)*)),3,1
(((a|b)*)((a|b)*)),3,1
(((a|b)*)((b|a)*)),3,1
(((a|b)*)((b|b)*)),3,1
(((a|(a|(a|a)))*)a),18,2
(((a|(a|(a|a)))*)b),18,2
(((a|(a|(a|b)))*)a),5,1
(((a|(a|(a|b)))*)b),5,1
(((a|(a|(b|a)))*)a),5,1
(((a|(a|(b|a)))*)b),5,1
(((a|(a|(b|b)))*)a),5,1
(((a|(a|(b|b)))*)b),5,1
(((a|(b|(a|a)))*)a),5,1
(((a|(b|(a|a)))*)b),5,1
(((a|(b|(a|b)))*)a),5,1
(((a|(b|(a|b)))*)b),5,1
(((a|(b|(b|a)))*)a),5,1
(((a|(b|(b|a)))*)b),5,1
(((a|(b|(b|b)))*)a),5,1
(((a|(b|(b|b)))*)b),5,1
(((a|(a*))*)(a*)),5,1
(((a|(b*))*)(a*)),3,1
(((b|a)*)((a|a)*)),3,1
(((b|a)*)((a|b)*)),19,2
(((b|a)*)((b|a)*)),3,1
(((b|a)*)((b|b)*)),3,1
(((b|b)*)((a|a)*)),14,2
(((b|b)*)((a|b)*)),3,1
(((b|b)*)((b|a)*)),3,1
(((b|b)*)((b|b)*)),5,1
(((b|(a|(a|a)))*)a),5,1
(((b|(a|(a|a)))*)b),5,1
(((b|(a|(a|b)))*)a),5,1
(((b|(a|(a|b)))*)b),5,1
(((b|(a|(b|a)))*)a),5,1
(((b|(a|(b|a)))*)b),5,1
(((b|(a|(b|b)))*)a),5,1
(((b|(a|(b|b)))*)b),5,1
(((b|(b|(a|a)))*)a),5,1
(((b|(b|(a|a)))*)b),5,1
(((b|(b|(a|b)))*)a),5,1
(((b|(b|(a|b)))*)b),5,1
(((b|(b|(b|a)))*)a),5,1
(((b|(b|(b|a)))*)b),5,1
(((b|(b|(b|b)))*)a),18,2
(((b|(b|(b|b)))*)b),18,2
((a*)(a|(a|(a|a)))),18,2
((a*)(a|(a|(a|b)))),18,2
((a*)(a|(a|(b|a)))),18,2
((a*)(a|(a|(b|b)))),18,2
((a*)(a|(b|(a|a)))),18,2
((a*)(a|(b|(a|b)))),18,2
((a*)(a|(b|(b|a)))),18,2
((a*)(a|(b|(b|b)))),18,2
((a*)(b|(a|(a|a)))),18,2
((a*)(b|(a|(a|b)))),18,2
((a*)(b|(a|(b|a)))),18,2
((a*)(b|(a|(b|b)))),18,2
((a*)(b|(b|(a|a)))),18,2
((a*)(b|(b|(a|b)))),18,2
((a*)(b|(b|(b|a)))),18,2
((a*)(b|(b|(b|b)))),18,2
((a*)((a|(a*))*)),5,1
((a*)((a|(b*))*)),3,1
((a*)((b|(a*))*)),3,1
((a*)((b|(b*))*)),14,2
((a*)(((a*)(a*))*)),5,1
((a*)(((a*)(b*))*)),3,1
((a*)(((b*)(a*))*)),3,1
((a*)(((b*)(b*))*)),14,2
((b*)(a|(a|(a|a)))),18,2
((b*)(a|(a|(a|b)))),22,2
((b*)(a|(a|(b|a)))),22,2
((b*)(a|(a|(b|b)))),22,2
((b*)(a|(b|(a|a)))),22,2
((b*)(a|(b|(a|b)))),22,2
((b*)(a|(b|(b|a)))),22,2
((b*)(a|(b|(b|b)))),22,2
((b*)(b|(a|(a|a)))),22,2
((b*)(b|(a|(a|b)))),22,2
((b*)(b|(a|(b|a)))),22,2
((b*)(b|(a|(b|b)))),22,2
((b*)(b|(b|(a|a)))),22,2
((b*)(b|(b|(a|b)))),22,2
((b*)(b|(b|(b|a)))),22,2
((b*)(b|(b|(b|b)))),18,2
((b*)((a|(a*))*)),14,2
((b*)((a|(b*))*)),3,1
((b*)((b|(a*))*)),3,1
((b*)((b|(b*))*)),5,1
((b*)(((a*)(a*))*)),14,2
((b*)(((a*)(b*))*)),3,1
((b*)(((b*)(a*))*)),3,1
((b*)(((b*)(b*))*)),5,1
((((a|a)a)*)a),18,2
((((a|a)a)*)b),27,2
((((a|a)b)*)a),18,2
((((a|a)b)*)b),45,3
((((a|b)a)*)a),45,3
((((a|b)a)*)b),27,2
((((a|b)b)*)a),27,2
((((a|b)b)*)b),45,3
((((b|a)a)*)a),45,3
((((b|a)a)*)b),27,2
((((b|a)b)*)a),27,2
((((b|a)b)*)b),45,3
((((b|b)a)*)a),45,3
((((b|b)a)*)b),18,2
((((b|b)b)*)a),27,2
((((b|b)b)*)b),18,2
(((a(a|a))*)a),18,2
(((a(a|a))*)b),27,2
(((a(a|b))*)a),18,2
(((a(a|b))*)b),45,3
(((a(b|a))*)a),18,2
(((a(b|a))*)b),45,3
(((a(b|b))*)a),18,2
(((a(b|b))*)b),45,3
(((aa)*)(a|a)),18,2
(((aa)*)(a|b)),45,3
(((aa)*)(b|a)),45,3
(((aa)*)(b|b)),27,2
(((ab)*)(a|a)),18,2
(((ab)*)(a|b)),45,3
(((ab)*)(b|a)),45,3
(((ab)*)(b|b)),45,3
(((b(a|a))*)a),45,3
(((b(a|a))*)b),18,2
(((b(a|b))*)a),45,3
(((b(a|b))*)b),18,2
(((b(b|a))*)a),45,3
(((b(b|a))*)b),18,2
(((b(b|b))*)a),27,2
(((b(b|b))*)b),18,2
(((ba)*)(a|a)),45,3
(((ba)*)(a|b)),45,3
(((ba)*)(b|a)),45,3
(((ba)*)(b|b)),18,2
(((bb)*)(a|a)),27,2
(((bb)*)(a|b)),45,3
(((bb)*)(b|a)),45,3
(((bb)*)(b|b)),18,2
((((a*)(a*))*)(b*)),14,2
(((a(aa))*)a),45,3
(((a(aa))*)b),60,3
(((a(ab))*)a),45,3
(((a(ab))*)b),60,3
(((a(ba))*)a),45,3
(((a(ba))*)b),68,3
(((a(bb))*)a),45,3
(((a(bb))*)b),68,3
(((b(aa))*)a),68,3
(((b(aa))*)b),45,3
(((b(ab))*)a),68,3
(((b(ab))*)b),45,3
(((b(ba))*)a),60,3
(((b(ba))*)b),45,3
(((b(bb))*)a),60,3
(((b(bb))*)b),45,3
((a|a)((a*)(a*))),18,2
((a|a)((a*)(b*))),22,2
((a|a)((b*)(a*))),39,3
((a|a)((b*)(b*))),18,2
((a|b)((a*)(a*))),18,2
((a|b)((a*)(b*))),22,2
((a|b)((b*)(a*))),33,2
((a|b)((b*)(b*))),18,2
((a|(a|a))(aa)),68,3
((a|(a|a))(ab)),68,3
((a|(a|a))(ba)),68,3
((a|(a|a))(bb)),68,3
((a|(a|b))(aa)),68,3
((a|(a|b))(ab)),76,3
((a|(a|b))(ba)),76,3
((a|(a|b))(bb)),76,3
((a|(b|a))(aa)),68,3
((a|(b|a))(ab)),68,3
((a|(b|a))(ba)),68,3
((a|(b|a))(bb)),76,3
((a|(b|b))(aa)),68,3
((a|(b|b))(ab)),68,3
((a|(b|b))(ba)),68,3
((a|(b|b))(bb)),76,3
((b|a)((a*)(a*))),18,2
((b|a)((a*)(b*))),22,2
((b|a)((b*)(a*))),33,2
((b|a)((b*)(b*))),18,2
((b|b)((a*)(a*))),18,2
((b|b)((a*)(b*))),39,3
((b|b)((b*)(a*))),22,2
((b|b)((b*)(b*))),18,2
((b|(a|a))(aa)),68,3
((b|(a|a))(ab)),76,3
((b|(a|a))(ba)),68,3
((b|(a|a))(bb)),76,3
((b|(a|b))(aa)),68,3
((b|(a|b))(ab)),68,3
((b|(a|b))(ba)),76,3
((b|(a|b))(bb)),76,3
((b|(b|a))(aa)),68,3
((b|(b|a))(ab)),76,3
((b|(b|a))(ba)),76,3
((b|(b|a))(bb)),76,3
((b|(b|b))(aa)),68,3
((b|(b|b))(ab)),68,3
((b|(b|b))(ba)),68,3
((b|(b|b))(bb)),68,3
(((a*)|(a*))(aa)),39,3
(((a*)|(a*))(ab)),39,3
(((a*)|(a*))(ba)),39,3
(((a*)|(a*))(bb)),39,3
(((a*)|(b*))(aa)),84,4
(((a*)|(b*))(ab)),60,3
(((a*)|(b*))(ba)),60,3
(((a*)|(b*))(bb)),84,4
(((b*)|(a*))(aa)),84,4
(((b*)|(a*))(ab)),60,3
(((b*)|(a*))(ba)),60,3
(((b*)|(a*))(bb)),84,4
(((b*)|(b*))(aa)),39,3
(((b*)|(b*))(ab)),39,3
(((b*)|(b*))(ba)),39,3
(((b*)|(b*))(bb)),39,3
(a((a|(a|a))a)),68,3
(a((a|(a|a))b)),68,3
(a((a|(a|b))a)),68,3
(a((a|(a|b))b)),68,3
(a((a|(b|a))a)),68,3
(a((a|(b|a))b)),68,3
(a((a|(b|b))a)),68,3
(a((a|(b|b))b)),68,3
(a((b|(a|a))a)),68,3
(a((b|(a|a))b)),68,3
(a((b|(a|b))a)),68,3
(a((b|(a|b))b)),68,3
(a((b|(b|a))a)),68,3
(a((b|(b|a))b)),68,3
(a((b|(b|b))a)),68,3
(a((b|(b|b))b)),68,3
(a(((a*)|(a*))a)),39,3
(a(((a*)|(a*))b)),39,3
(a(((a*)|(b*))a)),51,3
(a(((a*)|(b*))b)),76,4
(a(((b*)|(a*))a)),51,3
(a(((b*)|(a*))b)),76,4
(a(((b*)|(b*))a)),39,3
(a(((b*)|(b*))b)),39,3
(a(a(a|(a|a)))),68,3
(a(a(a|(a|b)))),68,3
(a(a(a|(b|a)))),68,3
(a(a(a|(b|b)))),68,3
(a(a(b|(a|a)))),68,3
(a(a(b|(a|b)))),68,3
(a(a(b|(b|a)))),68,3
(a(a(b|(b|b)))),68,3
(a(a((a*)|(a*)))),39,3
(a(a((a*)|(b*)))),76,4
(a(a((b*)|(a*)))),76,4
(a(a((b*)|(b*)))),39,3
(a(a((aa)*))),39,3
(a(a((ab)*))),68,4
(a(a((ba)*))),39,3
(a(a((bb)*))),68,4
(a(b(a|(a|a)))),68,3
(a(b(a|(a|b)))),68,3
(a(b(a|(b|a)))),68,3
(a(b(a|(b|b)))),68,3
(a(b(b|(a|a)))),68,3
(a(b(b|(a|b)))),68,3
(a(b(b|(b|a)))),68,3
(a(b(b|(b|b)))),68,3
(a(b((a*)|(a*)))),39,3
(a(b((a*)|(b*)))),76,4
(a(b((b*)|(a*)))),76,4
(a(b((b*)|(b*)))),39,3
(a(b((aa)*))),68,4
(a(b((ab)*))),39,3
(a(b((ba)*))),68,4
(a(b((bb)*))),39,3
(a(((a|a)*)(a*))),18,2
(a(((a|a)*)(b*))),22,2
(a(((a|b)*)(a*))),18,2
(a(((a|b)*)(b*))),18,2
(a(((b|a)*)(a*))),18,2
(a(((b|a)*)(b*))),18,2
(a(((b|b)*)(a*))),39,3
(a(((b|b)*)(b*))),18,2
(a((a*)((a|a)*))),18,2
(a((a*)((a|b)*))),18,2
(a((a*)((b|a)*))),18,2
(a((a*)((b|b)*))),22,2
(a((b*)((a|a)*))),39,3
(a((b*)((a|b)*))),18,2
(a((b*)((b|a)*))),18,2
(a((b*)((b|b)*))),18,2
(a(((aa)*)a)),39,3
(a(((aa)*)b)),39,3
(a(((ab)*)a)),39,3
(a(((ab)*)b)),76,4
(a(((ba)*)a)),39,3
(a(((ba)*)b)),39,3
(a(((bb)*)a)),76,4
(a(((bb)*)b)),39,3
(a(a((a*)(a*)))),39,3
(a(a((a*)(b*)))),45,3
(a(a((b*)(a*)))),68,4
(a(a((b*)(b*)))),39,3
(a(b((a*)(a*)))),39,3
(a(b((a*)(b*)))),45,3
(a(b((b*)(a*)))),45,3
(a(b((b*)(b*)))),39,3
(a((a*)(a(a*)))),39,3
(a((a*)(a(b*)))),45,3
(a((a*)(b(a*)))),39,3
(a((a*)(b(b*)))),39,3
(a((a*)((a*)a))),39,3
(a((a*)((a*)b))),39,3
(a((a*)((b*)a))),51,3
(a((a*)((b*)b))),39,3
(a((b*)(a(a*)))),39,3
(a((b*)(a(b*)))),39,3
(a((b*)(b(a*)))),45,3
(a((b*)(b(b*)))),39,3
(a((b*)((a*)a))),39,3
(a((b*)((a*)b))),76,4
(a((b*)((b*)a))),39,3
(a((b*)((b*)b))),39,3
(b((a|(a|a))a)),68,3
(b((a|(a|a))b)),68,3
(b((a|(a|b))a)),68,3
(b((a|(a|b))b)),68,3
(b((a|(b|a))a)),68,3
(b((a|(b|a))b)),68,3
(b((a|(b|b))a)),68,3
(b((a|(b|b))b)),68,3
(b((b|(a|a))a)),68,3
(b((b|(a|a))b)),68,3
(b((b|(a|b))a)),68,3
(b((b|(a|b))b)),68,3
(b((b|(b|a))a)),68,3
(b((b|(b|a))b)),68,3
(b((b|(b|b))a)),68,3
(b((b|(b|b))b)),68,3
(b(((a*)|(a*))a)),39,3
(b(((a*)|(a*))b)),39,3
(b(((a*)|(b*))a)),76,4
(b(((a*)|(b*))b)),51,3
(b(((b*)|(a*))a)),76,4
(b(((b*)|(a*))b)),51,3
(b(((b*)|(b*))a)),39,3
(b(((b*)|(b*))b)),39,3
(b(a(a|(a|a)))),68,3
(b(a(a|(a|b)))),68,3
(b(a(a|(b|a)))),68,3
(b(a(a|(b|b)))),68,3
(b(a(b|(a|a)))),68,3
(b(a(b|(a|b)))),68,3
(b(a(b|(b|a)))),68,3
(b(a(b|(b|b)))),68,3
(b(a((a*)|(a*)))),39,3
(b(a((a*)|(b*)))),76,4
(b(a((b*)|(a*)))),76,4
(b(a((b*)|(b*)))),39,3
(b(a((aa)*))),39,3
(b(a((ab)*))),68,4
(b(a((ba)*))),39,3
(b(a((bb)*))),68,4
(b(b(a|(a|a)))),68,3
(b(b(a|(a|b)))),68,3
(b(b(a|(b|a)))),68,3
(b(b(a|(b|b)))),68,3
(b(b(b|(a|a)))),68,3
(b(b(b|(a|b)))),68,3
(b(b(b|(b|a)))),68,3
(b(b(b|(b|b)))),68,3
(b(b((a*)|(a*)))),39,3
(b(b((a*)|(b*)))),76,4
(b(b((b*)|(a*)))),76,4
(b(b((b*)|(b*)))),39,3
(b(b((aa)*))),68,4
(b(b((ab)*))),39,3
(b(b((ba)*))),68,4
(b(b((bb)*))),39,3
(b(((a|a)*)(a*))),18,2
(b(((a|a)*)(b*))),39,3
(b(((a|b)*)(a*))),18,2
(b(((a|b)*)(b*))),18,2
(b(((b|a)*)(a*))),18,2
(b(((b|a)*)(b*))),18,2
(b(((b|b)*)(a*))),22,2
(b(((b|b)*)(b*))),18,2
(b((a*)((a|a)*))),18,2
(b((a*)((a|b)*))),18,2
(b((a*)((b|a)*))),18,2
(b((a*)((b|b)*))),39,3
(b((b*)((a|a)*))),22,2
(b((b*)((a|b)*))),18,2
(b((b*)((b|a)*))),18,2
(b((b*)((b|b)*))),18,2
(b(((aa)*)a)),39,3
(b(((aa)*)b)),76,4
(b(((ab)*)a)),39,3
(b(((ab)*)b)),39,3
(b(((ba)*)a)),76,4
(b(((ba)*)b)),39,3
(b(((bb)*)a)),39,3
(b(((bb)*)b)),39,3
(b(a((a*)(a*)))),39,3
(b(a((a*)(b*)))),45,3
(b(a((b*)(a*)))),45,3
(b(a((b*)(b*)))),39,3
(b(b((a*)(a*)))),39,3
(b(b((a*)(b*)))),68,4
(b(b((b*)(a*)))),45,3
(b(b((b*)(b*)))),39,3
(b((a*)(a(a*)))),39,3
(b((a*)(a(b*)))),45,3
(b((a*)(b(a*)))),39,3
(b((a*)(b(b*)))),39,3
(b((a*)((a*)a))),39,3
(b((a*)((a*)b))),39,3
(b((a*)((b*)a))),76,4
(b((a*)((b*)b))),39,3
(b((b*)(a(a*)))),39,3
(b((b*)(a(b*)))),39,3
(b((b*)(b(a*)))),45,3
(b((b*)(b(b*)))),39,3
(b((b*)((a*)a))),39,3
(b((b*)((a*)b))),51,3
(b((b*)((b*)a))),39,3
(b((b*)((b*)b))),39,3
(((a|a)*)(a(a*))),18,2
(((a|a)*)(a(b*))),22,2
(((a|a)*)(b(a*))),18,2
(((a|a)*)(b(b*))),18,2
(((a|a)*)((a*)a)),18,2
(((a|a)*)((a*)b)),18,2
(((a|a)*)((b*)a)),33,2
(((a|a)*)((b*)b)),18,2
(((a|b)*)(a(a*))),5,1
(((a|b)*)(a(b*))),5,1
(((a|b)*)(b(a*))),5,1
(((a|b)*)(b(b*))),5,1
(((a|b)*)((a*)a)),5,1
(((a|b)*)((a*)b)),5,1
(((a|b)*)((b*)a)),5,1
(((a|b)*)((b*)b)),5,1
(((b|a)*)(a(a*))),5,1
(((b|a)*)(a(b*))),5,1
(((b|a)*)(b(a*))),5,1
(((b|a)*)(b(b*))),5,1
(((b|a)*)((a*)a)),5,1
(((b|a)*)((a*)b)),5,1
(((b|a)*)((b*)a)),5,1
(((b|a)*)((b*)b)),5,1
(((b|b)*)(a(a*))),18,2
(((b|b)*)(a(b*))),18,2
(((b|b)*)(b(a*))),22,2
(((b|b)*)(b(b*))),18,2
(((b|b)*)((a*)a)),18,2
(((b|b)*)((a*)b)),33,2
(((b|b)*)((b*)a)),18,2
(((b|b)*)((b*)b)),18,2
((a*)((a|a)(a*))),18,2
((a*)((a|a)(b*))),22,2
((a*)((a|b)(a*))),27,2
((a*)((a|b)(b*))),18,2
((a*)((b|a)(a*))),27,2
((a*)((b|a)(b*))),18,2
((a*)((b|b)(a*))),18,2
((a*)((b|b)(b*))),18,2
((a*)(a((a|a)*))),18,2
((a*)(a((a|b)*))),18,2
((a*)(a((b|a)*))),18,2
((a*)(a((b|b)*))),22,2
((a*)(b((a|a)*))),18,2
((a*)(b((a|b)*))),5,1
((a*)(b((b|a)*))),5,1
((a*)(b((b|b)*))),18,2
((a*)(((a|a)*)a)),18,2
((a*)(((a|a)*)b)),18,2
((a*)(((a|b)*)a)),5,1
((a*)(((a|b)*)b)),5,1
((a*)(((b|a)*)a)),5,1
((a*)(((b|a)*)b)),5,1
((a*)(((b|b)*)a)),33,2
((a*)(((b|b)*)b)),18,2
((a*)((a*)(a|a))),18,2
((a*)((a*)(a|b))),18,2
((a*)((a*)(b|a))),18,2
((a*)((a*)(b|b))),18,2
((a*)((b*)(a|a))),33,2
((a*)((b*)(a|b))),33,2
((a*)((b*)(b|a))),33,2
((a*)((b*)(b|b))),18,2
((a*)(a(a(a*)))),39,3
((a*)(a(a(b*)))),45,3
((a*)(a(b(a*)))),39,3
((a*)(a(b(b*)))),39,3
((a*)(a((a*)a))),39,3
((a*)(a((a*)b))),39,3
((a*)(a((b*)a))),51,3
((a*)(a((b*)b))),39,3
((a*)(b(a(a*)))),39,3
((a*)(b(a(b*)))),39,3
((a*)(b(b(a*)))),39,3
((a*)(b(b(b*)))),39,3
((a*)(b((a*)a))),39,3
((a*)(b((a*)b))),39,3
((a*)(b((b*)a))),39,3
((a*)(b((b*)b))),39,3
((a*)((a*)(aa))),39,3
((a*)((a*)(ab))),39,3
((a*)((a*)(ba))),39,3
((a*)((a*)(bb))),39,3
((a*)((b*)(aa))),60,3
((a*)((b*)(ab))),68,3
((a*)((b*)(ba))),39,3
((a*)((b*)(bb))),39,3
((b*)((a|a)(a*))),18,2
((b*)((a|a)(b*))),18,2
((b*)((a|b)(a*))),22,2
((b*)((a|b)(b*))),22,2
((b*)((b|a)(a*))),22,2
((b*)((b|a)(b*))),22,2
((b*)((b|b)(a*))),22,2
((b*)((b|b)(b*))),18,2
((b*)(a((a|a)*))),18,2
((b*)(a((a|b)*))),5,1
((b*)(a((b|a)*))),5,1
((b*)(a((b|b)*))),18,2
((b*)(b((a|a)*))),22,2
((b*)(b((a|b)*))),18,2
((b*)(b((b|a)*))),18,2
((b*)(b((b|b)*))),18,2
((b*)(((a|a)*)a)),18,2
((b*)(((a|a)*)b)),33,2
((b*)(((a|b)*)a)),5,1
((b*)(((a|b)*)b)),5,1
((b*)(((b|a)*)a)),5,1
((b*)(((b|a)*)b)),5,1
((b*)(((b|b)*)a)),18,2
((b*)(((b|b)*)b)),18,2
((b*)((a*)(a|a))),18,2
((b*)((a*)(a|b))),45,3
((b*)((a*)(b|a))),45,3
((b*)((a*)(b|b))),33,2
((b*)((b*)(a|a))),18,2
((b*)((b*)(a|b))),22,2
((b*)((b*)(b|a))),22,2
((b*)((b*)(b|b))),18,2
((b*)(a(a(a*)))),39,3
((b*)(a(a(b*)))),39,3
((b*)(a(b(a*)))),39,3
((b*)(a(b(b*)))),39,3
((b*)(a((a*)a))),39,3
((b*)(a((a*)b))),39,3
((b*)(a((b*)a))),39,3
((b*)(a((b*)b))),39,3
((b*)(b(a(a*)))),39,3
((b*)(b(a(b*)))),39,3
((b*)(b(b(a*)))),45,3
((b*)(b(b(b*)))),39,3
((b*)(b((a*)a))),39,3
((b*)(b((a*)b))),51,3
((b*)(b((b*)a))),39,3
((b*)(b((b*)b))),39,3
((b*)((a*)(aa))),39,3
((b*)((a*)(ab))),39,3
((b*)((a*)(ba))),68,3
((b*)((a*)(bb))),60,3
((b*)((b*)(aa))),39,3
((b*)((b*)(ab))),39,3
((b*)((b*)(ba))),39,3
((b*)((b*)(bb))),39,3
(((aa)*)(aa)),39,3
(((aa)*)(ab)),39,3
(((aa)*)(ba)),52,3
(((aa)*)(bb)),52,3
(((ab)*)(aa)),39,3
(((ab)*)(ab)),39,3
(((ab)*)(ba)),84,4
(((ab)*)(bb)),84,4
(((ba)*)(aa)),84,4
(((ba)*)(ab)),84,4
(((ba)*)(ba)),39,3
(((ba)*)(bb)),39,3
(((bb)*)(aa)),52,3
(((bb)*)(ab)),52,3
(((bb)*)(ba)),39,3
(((bb)*)(bb)),39,3
((a|(a|(a|(a|(a|a)))))*),5,1
((a|(a|(a|(a|(a|b)))))*),3,1
((a|(a|(a|(a|(b|a)))))*),3,1
((a|(a|(a|(a|(b|b)))))*),3,1
((a|(a|(a|(b|(a|a)))))*),3,1
((a|(a|(a|(b|(a|b)))))*),3,1
((a|(a|(a|(b|(b|a)))))*),3,1
((a|(a|(a|(b|(b|b)))))*),3,1
((a|(a|(b|(a|(a|a)))))*),3,1
((a|(a|(b|(a|(a|b)))))*),3,1
((a|(a|(b|(a|(b|a)))))*),3,1
((a|(a|(b|(a|(b|b)))))*),3,1
((a|(a|(b|(b|(a|a)))))*),3,1
((a|(a|(b|(b|(a|b)))))*),3,1
((a|(a|(b|(b|(b|a)))))*),3,1
((a|(a|(b|(b|(b|b)))))*),3,1
((a|(a|(a(a*))))*),5,1
((a|(a|(a(b*))))*),18,2
((a|(a|(b(a*))))*),3,1
((a|(a|(b(b*))))*),3,1
((a|(a|((a*)a)))*),5,1
((a|(a|((a*)b)))*),3,1
((a|(a|((b*)a)))*),5,1
((a|(a|((b*)b)))*),3,1
((a|(a|((a|a)*)))*),5,1
((a|(a|((a|b)*)))*),3,1
((a|(a|((b|a)*)))*),3,1
((a|(a|((b|b)*)))*),3,1
((a|(a|(a*)|(a*)))*),5,1
((a|(a|(a*)|(b*)))*),3,1
((a|(a|(b*)|(a*)))*),3,1
((a|(a|(b*)|(b*)))*),3,1
((a|(b|(a|(a|(a|a)))))*),3,1
((a|(b|(a|(a|(a|b)))))*),3,1
((a|(b|(a|(a|(b|a)))))*),3,1
((a|(b|(a|(a|(b|b)))))*),3,1
((a|(b|(a|(b|(a|a)))))*),3,1
((a|(b|(a|(b|(a|b)))))*),3,1
((a|(b|(a|(b|(b|a)))))*),3,1
((a|(b|(a|(b|(b|b)))))*),3,1
((a|(b|(b|(a|(a|a)))))*),3,1
((a|(b|(b|(a|(a|b)))))*),3,1
((a|(b|(b|(a|(b|a)))))*),3,1
((a|(b|(b|(a|(b|b)))))*),3,1
((a|(b|(b|(b|(a|a)))))*),3,1
((a|(b|(b|(b|(a|b)))))*),3,1
((a|(b|(b|(b|(b|a)))))*),3,1
((a|(b|(b|(b|(b|b)))))*),3,1
((a|(b|(a(a*))))*),3,1
((a|(b|(a(b*))))*),3,1
((a|(b|(b(a*))))*),3,1
((a|(b|(b(b*))))*),3,1
((a|(b|((a*)a)))*),3,1
((a|(b|((a*)b)))*),3,1
((a|(b|((b*)a)))*),3,1
((a|(b|((b*)b)))*),3,1
((a|(b|((a|a)*)))*),3,1
((a|(b|((a|b)*)))*),3,1
((a|(b|((b|a)*)))*),3,1
((a|(b|((b|b)*)))*),3,1
((a|(b|(a*)|(a*)))*),3,1
((a|(b|(a*)|(b*)))*),3,1
((a|(b|(b*)|(a*)))*),3,1
((a|(b|(b*)|(b*)))*),3,1
((a|((a|a)a))*),5,1
((a|((a|a)b))*),18,2
((a|((a|b)a))*),18,2
((a|((a|b)b))*),22,2
((a|((b|a)a))*),18,2
((a|((b|a)b))*),22,2
((a|((b|b)a))*),18,2
((a|((b|b)b))*),18,2
((a|(a(a|a)))*),5,1
((a|(a(a|b)))*),18,2
((a|(a(b|a)))*),18,2
((a|(a(b|b)))*),18,2
((a|(b(a|a)))*),18,2
((a|(b(a|b)))*),5,1
((a|(b(b|a)))*),5,1
((a|(b(b|b)))*),18,2
((a|(a(aa)))*),5,1
((a|(a(ab)))*),33,2
((a|(a(ba)))*),33,2
((a|(a(bb)))*),33,2
((a|(b(aa)))*),45,3
((a|(b(ab)))*),45,3
((a|(b(ba)))*),45,3
((a|(b(bb)))*),45,3
((a|((a|(a|a))*))*),5,1
((a|((a|(a|b))*))*),3,1
((a|((a|(b|a))*))*),3,1
((a|((a|(b|b))*))*),3,1
((a|((b|(a|a))*))*),3,1
((a|((b|(a|b))*))*),3,1
((a|((b|(b|a))*))*),3,1
((a|((b|(b|b))*))*),3,1
((a|(((a*)|(a*))*))*),5,1
((a|(((a*)|(b*))*))*),3,1
((a|(((b*)|(a*))*))*),3,1
((a|(((b*)|(b*))*))*),3,1
((a|((a(a*))*))*),5,1
((a|((a(b*))*))*),22,2
((a|((b(a*))*))*),3,1
((a|((b(b*))*))*),3,1
((a|(((a*)a)*))*),5,1
((a|(((a*)b)*))*),3,1
((a|(((b*)a)*))*),5,1
((a|(((b*)b)*))*),3,1
((b|(a|(a|(a|(a|a)))))*),3,1
